,run,seed,HV,HVN,SP,ABSEHVMEAN,ABSEHVMEANNORM,ABSEHVAUCMEAN,ABSEHVAUCMEANNORM,ABSEHVAUCB1,ABSECUMHVMEAN,ABSECUMHVMEANNORM,ABSECUMHVAUCMEAN,ABSECUMHVAUCMEANNORM,ABSECUMHVAUCB1,solver,instance,configuration
31,4,45892,5.054401803515338,0.5233983790284837,2.4393051799602294,1.7709197355877606,0.18338401951968444,55530.1326104921,5750.310823202466,119885.88716257848,6.243268232465996,0.6465090429573747,153995.59767795604,15946.70335589598,239604.39868371614,omnioptimizer,MMF7,
32,0,2733,8.21093342575055,0.9996469796251521,1.5000643712966482,1.6161486427445493,0.19675937260412021,40229.352711923006,4897.75630193625,201146.76355961504,1.6428583745083767,0.20001117130956003,40954.313152168135,4986.017219040509,204771.56576084066,SMS-EMOA,DTLZ5,
33,1,43568,8.21029359529822,0.9995690829298582,1.4998770878732148,1.6420587190596438,0.19991381658597165,40608.1966579314,4943.878976026979,203040.98328965702,1.6427661057958514,0.19999993797773194,40952.163230069775,4985.755474970668,204760.81615034887,SMS-EMOA,DTLZ5,
34,2,42614,8.210983132729151,0.9996530312429706,1.5005786117752846,1.622988099236391,0.1975920479736349,40534.12000416095,4934.86045165676,202670.60002080473,1.6428219177090626,0.20000673284593704,40945.52872316499,4984.947751360601,204727.64361582496,SMS-EMOA,DTLZ5,
35,3,52417,8.211009504239266,0.9996562418645976,1.5000370018090448,1.6422019008478532,0.1999312483729195,40688.65587904428,4953.674551413846,203443.2793952214,1.6429080794158133,0.20001722267522276,40950.30778230859,4985.529581926096,204751.53891154294,SMS-EMOA,DTLZ5,
36,4,45892,8.210973494558894,0.9996518578358453,1.5000453517529238,1.6186054733477147,0.1970584815074031,40229.77035326609,4897.807148032002,201148.85176633045,1.642775282994571,0.20000105526349055,40965.37783458082,4987.364298085099,204826.88917290408,SMS-EMOA,DTLZ5,
37,0,2733,21.99999999702827,0.9642426315357316,1.425319360916956,17.52638603597353,0.7681676634055002,436157.4894245171,19116.438428341968,547748.6619532936,18.005833776126785,0.7891814793469403,448242.9155795992,19646.133115641118,514900.2495051761,omnioptimizer,ZDT3,
38,1,43568,21.999999996011532,0.9642426314911688,1.4253360995335387,17.52565254206018,0.7681355149463492,436386.15427234845,19126.46062809844,547770.4233885262,18.008906065700344,0.7893161353734698,448647.1276063453,19663.849409660237,515169.8652492797,omnioptimizer,ZDT3,
39,2,42614,21.999999994546915,0.9642426314269759,1.4253398220430618,17.52659743464788,0.7681769288425041,436286.64474292484,19122.099203983566,547697.6214543283,18.0114133250411,0.7894260265709697,448487.4743999074,19656.85193566344,514911.19226405356,omnioptimizer,ZDT3,
40,3,52417,21.999999931376134,0.9642426286582504,1.4253764199786474,17.525907965233795,0.7681467099424,433615.593629873,19005.0291424125,547760.4165536321,18.00856836177119,0.7893013340768619,448390.04025485856,19652.581474007256,515051.13007534086,omnioptimizer,ZDT3,
41,4,45892,21.99999999723511,0.9642426315447974,1.4253727517611092,17.526655640649803,0.7681794799656165,436247.42510821676,19120.380238357026,547673.0312983635,18.009525374137933,0.789343279173364,448312.1847071157,19649.169126814286,514633.90355010296,omnioptimizer,ZDT3,
42,0,2733,12.778284873185784,0.9990357132185074,1.6044239203498938,2.553148348674559,0.19961101249379368,71673.81482380402,5603.623758760226,316853.3983966338,8.682720787007536,0.6788350893888477,215593.2572139565,16855.576912189146,318393.6959263077,SMS-EMOA,MMF15a,
43,1,43568,12.77567978287449,0.9988320412638616,1.6696227296607837,2.5550923743839986,0.1997630008968086,68668.47824682604,5368.659630127969,316978.64939228987,8.562570423117348,0.6694414574833344,212719.8005217824,16630.923456396144,318403.31429834367,SMS-EMOA,MMF15a,
44,2,42614,12.77825398125861,0.9990332980165609,1.6042534948851637,2.555650796251722,0.19980665960331218,91968.00863523695,7190.270526288802,316575.8093619979,8.613307671329773,0.6734082122910168,213866.0026637295,16720.53617717494,318393.23676005885,SMS-EMOA,MMF15a,
45,3,52417,12.778369323582394,0.999042315744828,1.6048259822715574,2.5539313601191926,0.19967223013018315,75280.57332364081,5885.608437146335,317098.8034410936,7.528034986282596,0.5885590966465664,186760.79845729197,14601.388945363347,318658.40155476355,SMS-EMOA,MMF15a,
46,4,45892,12.778268701302304,0.9990344488634466,1.6030485177255034,2.555653740260461,0.19980688977268932,77203.24479775316,6035.927316908938,316992.5944508518,8.504678513372657,0.6649153347747435,210481.5685963772,16455.933334471578,318415.57865491475,SMS-EMOA,MMF15a,
47,0,2733,9.862932066905636,0.5020044392246437,3.8366052658742427,3.3591507304529085,0.1709743681972983,58604.75454595171,2982.8702805785892,0.0,16.382609936467453,0.8338436134816282,406658.7264193095,20698.153908706874,486220.6651181807,omnioptimizer,MMF6,
48,1,43568,10.607584037611193,0.539905804907359,3.1891331401288996,3.757267029108063,0.1912377288183427,91634.78314122043,4664.035766669578,0.0,16.38997059334736,0.8342182568842449,407581.7847382715,20745.135817396786,486290.978502309,omnioptimizer,MMF6,
49,2,42614,10.435353868885061,0.531139617663807,3.7145287552119535,3.53736015711495,0.18004488827075663,84958.87540834454,4324.244790211067,0.0,16.355368062196572,0.8324570540159426,405807.4882823232,20654.82751035944,485764.0842779964,omnioptimizer,MMF6,
50,3,52417,10.351211581410128,0.5268569356426396,3.726355981210524,3.5766333949609486,0.18204382120547388,83797.54767414244,4265.135422529185,0.0,16.346961980290132,0.8320292004725041,406566.0511819544,20693.436915804272,486218.48559498077,omnioptimizer,MMF6,
51,4,45892,8.891673939760523,0.45256925218772937,3.487777657926944,1.7783347879521045,0.09051385043754587,69949.28847827937,3560.2854301842804,0.0,16.357646196845646,0.8325730067264783,406904.3421833859,20710.655282849322,486675.1582356955,omnioptimizer,MMF6,
52,0,2733,1482332.509696951,1.1391401940113886,3.9188714079902414,1474406.9728428184,1.133049591848513,36521563730.83314,28066.024945000994,36450158298.65297,1265789.5318896999,0.9727316398324172,31364743854.877674,24103.121375424256,31491590907.02679,omnioptimizer,BiObjBBOB2,
53,1,43568,1483875.2827617575,1.1403257814533847,4.033059656283539,1474423.9779075033,1.133062659869728,35695189224.30025,27430.974165543696,36155578986.761055,1265726.9636761833,0.9726835575253652,31279878078.68786,24037.903877918547,31237713390.2937,omnioptimizer,BiObjBBOB2,
54,2,42614,1482170.110460514,1.1390153937412117,3.8036287247409666,1474418.4982369456,1.133058448862453,33049068118.679916,25397.487825660195,36525285137.80781,1265787.9578315448,0.9727304302030658,31539674692.869415,24237.55190799702,31609051420.004547,omnioptimizer,BiObjBBOB2,
55,3,52417,1482183.6168813368,1.1390257731309477,3.580938820434026,1474422.1123596057,1.133061226236869,34164290791.9914,26254.512119556082,35716078141.134056,1265459.8782062184,0.9724783081686365,31174653798.304188,23957.041314096434,30860387494.248817,omnioptimizer,BiObjBBOB2,
56,4,45892,1485233.6539422108,1.1413696600703067,4.472068377818495,1474450.0620999031,1.1330827050025147,34208578443.037155,26288.546213171747,36519422656.60464,1265679.1701719225,0.9726468292600402,31378811635.503128,24113.932157921543,31602355380.06308,omnioptimizer,BiObjBBOB2,
57,0,2733,19.65789138468776,1.0005490609841063,2.886966264581248,9.764929431566621,0.4970162252977183,217357.3394406306,11063.072718202475,489897.5788444092,9.86481334291901,0.5021001252824796,240573.69932104615,12244.741017372795,490273.9409947519,NSGA-II,MMF1z,
58,1,43568,19.65776057101961,1.0005424028186771,2.8608150862636053,9.73158734436463,0.495319176850946,227427.9577543423,11575.647922741566,489765.32655099366,9.859817526261505,0.5018458477728679,244343.5703996531,12436.62024256118,490317.6899575636,NSGA-II,MMF1z,
59,2,42614,19.65799776633016,1.0005544756061697,2.987413604378382,9.701998952761523,0.493813184328392,237851.67418012378,12106.195145619406,489892.22925574216,9.862609683595664,0.5019879632390765,242277.9017633122,12331.48166111571,490422.98540229653,NSGA-II,MMF1z,
60,3,52417,19.656906639872886,1.0004989393570942,2.9634903083430184,9.762111623144518,0.49687280424021035,232215.92698895643,11819.346396192566,489888.29116655875,9.860970411288582,0.5019045274149867,245765.91681295642,12509.014953691452,490422.29463136225,NSGA-II,MMF1z,
61,4,45892,19.657564187748434,1.000532407285905,2.2864370660390128,9.61352928957552,0.48931024773696874,217581.35450380525,11074.474656320837,490089.6818557253,9.863148987100622,0.5020154127556554,244304.65834429863,12434.639693392199,490439.846559523,NSGA-II,MMF1z,
62,0,2733,6657.675715172924,0.6745564874287888,1.0025705511249612,1331.535143034585,0.13491129748575778,32479866.029425036,3290.863850733157,0.0,4948.976883781391,0.5014309206261991,102814189.69344965,10417.14580651503,0.0,MOLE,BiObjBBOB4,
63,1,43568,9159.783212167546,0.9280703136572703,1.2494046220592878,1831.9566424335092,0.1856140627314541,37970308.786860876,3847.1561574377583,7761546.538084829,6738.598922375182,0.6827556363115471,111468987.881668,11294.050978081797,7817849.790855595,MOLE,BiObjBBOB4,
64,2,42614,8686.544936141929,0.8801217558046889,1.5924989298957826,3039.0215826828007,0.3079140246141506,28247096.849140923,2861.9991789615724,71388248.44441234,6880.595508746189,0.6971427471633134,86050510.8859975,8718.647895754948,175831504.21501547,MOLE,BiObjBBOB4,
65,3,52417,7030.039681207859,0.7122844483147681,1.1987002915896587,0.0,0.0,25232267.51568202,2556.5363158875193,0.0,4799.853669322242,0.4863217389773539,87246178.65752895,8839.79309516109,0.0,MOLE,BiObjBBOB4,
66,4,45892,8555.393692636315,0.866833496369126,1.0002949458306758,1711.0787385272629,0.1733666992738252,26636082.881097656,2698.7710540162057,0.0,4949.044685003354,0.5014377902539923,81627598.01877864,8270.517843232967,0.0,MOLE,BiObjBBOB4,
67,0,2733,12.842908202214126,0.999033948968847,1.9508731791426468,7.942309617693175,0.6178224446024873,186345.8267988587,14495.611452601795,294815.81026638683,10.067291312430562,0.7831221431251327,245823.14370109612,19122.278391533102,318017.2544982464,SMS-EMOA,MMF14a,
68,1,43568,12.843495265976326,0.9990796159330123,1.7478016098203253,4.785619759098365,0.3722674437064913,124219.52390239372,9662.883168614695,317582.94637350674,9.77315221365091,0.7602414263300603,238509.54682456632,18553.362733670958,319972.6964114683,SMS-EMOA,MMF14a,
69,2,42614,12.84318964960494,0.9990558424133725,1.9374496267186279,6.495000260435192,0.5052380392797325,161885.20106047933,12592.849621644442,298245.0863549754,10.0872879173274,0.7846776542945276,246932.65633776516,19208.586007642294,318874.2511410136,SMS-EMOA,MMF14a,
70,3,52417,12.843221582409244,0.999058326426735,1.8751852857523257,6.374652624231062,0.49587634546762926,160862.31598955454,12513.280656760686,310864.2266365993,10.090876710009969,0.7849568220398113,239212.04417620416,18608.00913402644,318710.7346218003,SMS-EMOA,MMF14a,
71,4,45892,12.843033651569659,0.9990437075190975,1.872461717514275,6.457570125510116,0.5023263953657638,157014.52801894894,12213.96598826479,317198.74292584445,10.021496547975364,0.7795598250227664,246094.63602824445,19143.397443965398,319971.55290604697,SMS-EMOA,MMF14a,
72,0,2733,19.656508994695102,1.0004787605182663,3.0906869960973067,11.416320002942353,0.5810688810157575,283628.48928928986,14436.148325646196,483681.76648627565,11.462761977206247,0.5834326887936341,285646.45893378084,14538.859125881816,487059.6239672153,SMS-EMOA,MMF1,
73,1,43568,19.66130471401811,1.000722853471159,3.2014299712177325,11.422134945950182,0.5813648505073151,283363.8200844388,14422.677168682962,481709.2227009877,11.461497169945039,0.583368312520038,285615.5665462526,14537.286762366399,486656.9599666296,SMS-EMOA,MMF1,
74,2,42614,19.66106753790175,1.0007107816598835,3.2025821806269708,11.422676909929494,0.5813924354386177,283554.083311735,14432.361203516863,483125.3673118648,11.464731509713285,0.5835329342360966,285728.1569210051,14543.01739737433,486766.99000148603,SMS-EMOA,MMF1,
75,3,52417,19.658749792635653,1.000592812853131,3.0668900221248965,11.359572407688532,0.5781805368150015,282430.9197320524,14375.194322746562,476097.8760780122,11.460934410029294,0.5833396691152947,285660.70254020824,14539.584098241234,486142.2298264576,SMS-EMOA,MMF1,
76,4,45892,19.660651711084004,1.0006896168691608,2.9292661036900562,11.399656618158444,0.5802207465601864,282937.9368811677,14401.000527146603,481568.7306514413,11.462319169918498,0.5834101507485258,285410.85332819726,14526.867250604826,486254.62050928996,SMS-EMOA,MMF1,
77,0,2733,4.778920886372465,0.5911576594479081,1.0219590275485968,0.9557841772744929,0.11823153188958162,26691.82411147474,3301.8073835727523,36792.81531286648,5.843222388120854,0.7228129012232234,97985.34475755988,12120.892654292174,121477.21641142902,MOLE,MMF12,
78,1,43568,4.537735479029672,0.5613227648581416,1.0005766958799356,0.9075470958059343,0.11226455297162831,19711.328540980423,2438.312565107099,20314.718883735997,5.843714097126545,0.7228737261566855,76238.59896669177,9430.79678369561,81924.77523489174,MOLE,MMF12,
79,2,42614,5.56316187478443,0.6881691141624564,1.097920044689232,1.112632374956886,0.1376338228324913,20052.408060547306,2480.504468942073,12297.452620107071,5.842593312190213,0.7227350838532325,111990.32394562165,13853.323660011483,123531.57595850887,MOLE,MMF12,
80,3,52417,3.9588600694643064,0.48971525337862654,1.0001334586031314,0.0,0.0,8685.439302213983,1074.3981939134187,6487.121594881043,5.8407238498494625,0.7225038293486987,64360.96069757607,7961.520140309032,45456.896331045005,MOLE,MMF12,
81,4,45892,5.602192983873184,0.6929973043843034,1.0973451338547444,1.1204385967746369,0.13859946087686068,17899.976891699396,2214.246415680029,21418.387695710873,5.712398348482596,0.7066298266524331,53860.21063106353,6662.566050177814,48286.590104025316,MOLE,MMF12,
82,0,2733,4162.3794415637585,0.8360829150280096,1.0045780039739434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOLE,BiObjBBOB5,
83,1,43568,4739.557819559612,0.9520187607481718,1.0916834795469945,947.9115639119224,0.19040375214963437,1471198.2995223321,295.5145680776207,0.0,956.0699319870112,0.19204249562745845,1474890.7607196197,296.2562601229514,0.0,MOLE,BiObjBBOB5,
84,2,42614,4040.494466146925,0.8116002970986987,1.0898803916316853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOLE,BiObjBBOB5,
85,3,52417,2438.7888810154864,0.48987117714844497,1.0453134692595218,0.0,0.0,71910.03687873567,14.444323036238512,359550.1843936784,364.3823869100712,0.07319224316516934,710545.6544746389,142.7248741720802,3552728.2723731943,MOLE,BiObjBBOB5,
86,0,2733,55.06806235475075,0.9999373876033097,1.499932624000415,11.01361247095015,0.19998747752066195,339145.2854148572,6158.2709871115485,1311458.5231844985,21.620322032930446,0.3925863269617234,536481.1971774877,9741.537723774178,1359898.619145659,SMS-EMOA,MMF10,
87,1,43568,53.01416392214027,0.9626422705193531,1.4999248944915498,10.602832784428054,0.19252845410387062,265442.29516094003,4819.95668329083,9931.460171282672,20.547668449925077,0.3731088589752148,512577.7082545087,9307.493175152318,1239547.718687616,SMS-EMOA,MMF10,
88,2,42614,55.068091046924145,0.9999379086017921,1.4999644857589667,11.013618209384829,0.1999875817203584,345811.20049400034,6279.312066554011,1347870.299076279,21.622115886150198,0.3926189001234727,536821.410393676,9747.715386471515,1361558.4893495846,SMS-EMOA,MMF10,
89,3,52417,55.06762697133595,0.9999294818202518,1.6078414544405608,11.01344377609892,0.19998441432428957,371729.8004389036,6749.947422348512,1356231.2814221869,21.625522958361664,0.39268076645289907,537240.4332310039,9755.324090743776,1363193.5620214702,SMS-EMOA,MMF10,
90,4,45892,53.01447429027777,0.9626479062488728,1.4999911946541484,10.602894858055553,0.19252958124977454,263461.0024293475,4783.979955703371,0.0,20.625808736522444,0.3745277466336073,513984.33301044215,9333.034961509813,1246539.7119826833,SMS-EMOA,MMF10,
91,0,2733,10.057169427018122,0.7862898244649792,1.2973573658048558,2.0114338854036244,0.15725796489299582,50532.24296356746,3950.7128459926603,198675.1648872366,4.902137187633019,0.38325898919553597,119488.20039121796,9341.828910513166,307513.18403305754,MOLE,MMF15,
92,1,43568,10.778021208046786,0.8426474730542152,1.3568337133430646,2.1556042416093573,0.16852949461084304,52056.229430426545,4069.861186906006,224388.5818002526,4.899174863734213,0.38302738872829684,118748.11794427241,9283.967769610525,305378.4264305112,MOLE,MMF15,
93,2,42614,7.762171054539435,0.6068622150825735,1.103787123286605,1.552434210907887,0.1213724430165147,47250.449368756446,3694.135592490098,143313.48425869545,4.9049705612546886,0.3834805080695883,110405.29872212178,8631.7093076913,263402.6673912632,MOLE,MMF15,
94,3,52417,11.90642742329505,0.9308685506994998,1.4591484791175415,2.38128548465901,0.18617371013989997,52575.97875588957,4110.496239228603,221106.1393745037,4.903041622168346,0.38332969971475145,119032.33257493874,9306.188243639395,312078.0149448632,MOLE,MMF15,
95,4,45892,10.384192224559067,0.8118571274661333,1.3190170704713893,2.0768384449118136,0.16237142549322667,50134.99336103736,3919.6550694971133,190953.76192643543,4.898696387456718,0.382989980486249,117682.0550091498,9200.620815558592,308804.01206807647,MOLE,MMF15,
96,0,2733,2839.238983112632,0.5703082188418043,2.3435523063069095,1110.8874911369958,0.22314016895803093,28571530.43180308,5739.06554786819,67608380.49204732,4388.120493599539,0.8814267476788499,109069254.00095299,21908.367823090095,123855500.61737998,omnioptimizer,BiObjBBOB5,
97,1,43568,2834.103225586228,0.5692766168017125,2.2897084463964252,1109.875508785386,0.22293689552600263,28297175.150478642,5683.956741334952,67572788.58015919,4440.734802268201,0.891995203818291,109652977.491005,22025.61836307202,123852411.62117763,omnioptimizer,BiObjBBOB5,
98,2,42614,2832.595280221772,0.5689737209764478,2.2901346608949518,1109.4766385543749,0.22285677582760807,28156494.019115716,5655.698603880005,67621039.13365771,4417.942086107494,0.8874169089183214,109479246.53564027,21990.721620564236,124019907.12485196,omnioptimizer,BiObjBBOB5,
99,3,52417,2833.391816862569,0.5691337185657868,2.300579396217706,1109.7004982667183,0.22290174176199276,28382357.876711972,5701.067104063545,67494339.45891576,4449.102224909634,0.8936759393714852,110825026.68277855,22261.043873545448,123842412.51065397,omnioptimizer,BiObjBBOB5,
100,4,45892,2836.1473411401003,0.5696872112981849,2.324828268045089,1110.1948330548937,0.22300103709931118,28597935.25158731,5744.369393662627,67605991.0236862,4430.717756896712,0.889983114192215,110193360.48113924,22134.163245143907,123976339.10011931,omnioptimizer,BiObjBBOB5,
101,0,2733,17.64972447918131,0.8983372076228181,1.0017720278757167,3.5299448958362616,0.1796674415245636,87618.13272680638,4459.5953202424,438090.6636340319,3.530007855414896,0.17967064604665858,87629.89604373823,4460.194050568044,438149.48021869117,MOLE,MMF1z,
102,1,43568,17.933614471478325,0.9127866650776914,1.001030356650963,3.586722894295665,0.18255733301553828,90119.08932788204,4586.889226277379,450595.4466394102,3.697526363131209,0.18819701758432886,91364.15497244135,4650.260685461335,456820.7748622067,MOLE,MMF1z,
103,2,42614,15.438875569206656,0.7858092280158125,1.0010561409630343,3.087775113841331,0.15716184560316251,74884.87872771683,3811.4970536101505,0.0,3.1068693781595687,0.1581337071248248,75082.27213624748,3821.5440004410625,0.0,MOLE,MMF1z,
104,3,52417,15.569501552162102,0.7924578406278449,1.0009670314344845,3.1139003104324203,0.15849156812556897,75806.87501500704,3858.424900622146,379034.37507503515,3.135615800574809,0.1595968450266155,76138.4386497699,3875.3008552668475,380692.1932488495,MOLE,MMF1z,
105,4,45892,11.0833706143097,0.5641223589893465,1.0009013688625128,2.21667412286194,0.1128244717978693,57277.454586256055,2915.3128522461093,286387.27293128025,3.0040082625828206,0.1528982731411851,68799.57784680786,3501.76688148488,343997.8892340393,MOLE,MMF1z,
