,run,seed,HV,HVN,SP,ABSEHVMEAN,ABSEHVMEANNORM,ABSEHVAUCMEAN,ABSEHVAUCMEANNORM,ABSEHVAUCB1,ABSECUMHVMEAN,ABSECUMHVMEANNORM,ABSECUMHVAUCMEAN,ABSECUMHVAUCMEANNORM,ABSECUMHVAUCB1,ABSEJFHVMEAN,ABSEJFHVAUCMEAN,ABSEJFHVAUCB1,ABSEJFCUMHVMEAN,ABSEJFCUMHVAUCMEAN,ABSEJFCUMHVAUCB1,solver,instance,configuration
23,3.0,52417.0,0.1325644829778761,0.6222745884941419,2.2841754625173794,0.033141120744469024,0.15556864712353546,160.74789999901492,754.571142105073,481.0461247934853,0.10060713258608703,0.47226271036738526,1695.3181937874715,7958.039798501636,3405.468276355299,0.0,0.0,0.0,0.0,0.0,0.0,MOLE_ABSEHVAUCMEANNORM,MMF8,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
24,4.0,45892.0,0.0,0.0,2.4532889174241967,0.0,0.0,166.95212816560854,783.6945803184226,370.22353382522846,0.09795272473380967,0.4598025814032254,1670.7816946256194,7842.862342398431,3460.523621272236,0.0,0.0,0.0,0.0,0.0,0.0,MOLE_ABSEHVAUCMEANNORM,MMF8,-descent_armijo_factor '1.0E-4' -descent_direction_min '1.0E-8' -descent_history_size '100' -descent_max_iter '1000' -descent_scale_factor '2.0' -descent_step_max '0.1' -descent_step_min '0.002166432130420088' -epsilon_gradient '1.0E-8' -explore_angle_max '45' -explore_scale_factor '2.0' -explore_step_max '18.557440385214022' -explore_step_min '5.18212894594075' -max_local_sets '1000' -refine_after_nstarts '79' -refine_hv_target '2.0E-5'
25,0.0,2733.0,6.869925030994312,1.2835980764665347,1.926170614876664,3.3659968530382,0.6289132801973105,63587.29707564737,11880.84758505637,120879.35292361309,3.433273270552678,0.6414834144744009,68016.94665827855,12708.497036547287,136518.93671566644,1.6710591964389316,30219.83823090327,120879.35292361309,1.728369155033202,34129.73417891661,136518.93671566644,omnioptimizer_ABSECUMHVMEANNORM,MMF10,-delta '0.7784170214729401' -eta_cross '12.726797856630338' -eta_mut '41.0354407037654' -init 'lhs' -mate 'restricted' -p_cross '0.8834710621051574' -p_mut '0.7214325543843799' -space_niching 'var'
26,1.0,43568.0,6.888626001639353,1.2870922237592246,1.944135792114654,2.970732276638158,0.5550608221757968,63502.814145418495,11865.062532636322,120611.01977169007,3.430088064457887,0.6408882806995814,68190.62669199778,12740.94795212451,137173.63906400622,1.281063683160186,30152.75494292252,120611.01977169007,1.7259872660889184,34293.409766001554,137173.63906400622,omnioptimizer_ABSECUMHVMEANNORM,MMF10,-delta '0.7784170214729401' -eta_cross '12.726797856630338' -eta_mut '41.0354407037654' -init 'lhs' -mate 'restricted' -p_cross '0.8834710621051574' -p_mut '0.7214325543843799' -space_niching 'var'
27,2.0,42614.0,6.8808331894519394,1.2856361905872613,1.9569468019338703,3.3513076964376047,0.626168712669663,64306.53471594762,12015.2321740361,123385.01159507027,3.448871956620092,0.6443979213054369,68388.78008208734,12777.97154542673,137577.4706776884,1.6530981270474987,30846.25289876757,123385.01159507027,1.7386681482272228,34394.3676694221,137577.4706776884,omnioptimizer_ABSECUMHVMEANNORM,MMF10,-delta '0.7784170214729401' -eta_cross '12.726797856630338' -eta_mut '41.0354407037654' -init 'lhs' -mate 'restricted' -p_cross '0.8834710621051574' -p_mut '0.7214325543843799' -space_niching 'var'
28,3.0,52417.0,6.929057875702368,1.2946466403709167,1.9662384371718007,3.382871419094446,0.6320661763982564,62986.88588205363,11768.66489751482,118613.74578165231,3.4408316155522902,0.642895639070594,67772.52051015067,12662.82769777582,135488.1775517987,1.6999999807125037,29653.436445413077,118613.74578165231,1.736248892367837,33872.044387949674,135488.1775517987,omnioptimizer_ABSECUMHVMEANNORM,MMF10,-delta '0.7784170214729401' -eta_cross '12.726797856630338' -eta_mut '41.0354407037654' -init 'lhs' -mate 'restricted' -p_cross '0.8834710621051574' -p_mut '0.7214325543843799' -space_niching 'var'
29,4.0,45892.0,6.835139844734725,1.2770987044980062,1.9347385417169836,3.1667769556470438,0.5916904173667189,63128.91461255508,11795.201985540112,119405.54690948983,3.433465866669956,0.6415193997296341,68096.51107847603,12723.363099315062,136764.4146791397,1.481516370245231,29851.386727372457,119405.54690948983,1.7288480281455871,34191.10366978493,136764.4146791397,omnioptimizer_ABSECUMHVMEANNORM,MMF10,-delta '0.7784170214729401' -eta_cross '12.726797856630338' -eta_mut '41.0354407037654' -init 'lhs' -mate 'restricted' -p_cross '0.8834710621051574' -p_mut '0.7214325543843799' -space_niching 'var'
30,0.0,2733.0,0.648622512717274,0.975780888021151,2.748440417556353,0.2985607606733023,0.4491516690618664,6433.432863858342,9678.388754379363,10050.226620683838,0.3825437657559544,0.5754948188469796,7526.198250794606,11322.33351231938,11915.760673626468,0.1621556281793185,3201.69508164825,12806.780326593,0.16236738883960108,3204.3793746640567,12817.517498656227,SMS-EMOA_ABSEHVMEANNORM,MMF6,-mutPolynomial_eta '54' -mutPolynomial_p '0.6376679320315201' -mutator 'mutPolynomial' -recombinator 'recIntermediate'
31,1.0,43568.0,0.6613408038537171,0.9949141514770241,2.7980377017541103,0.30502127632562975,0.4588708008784496,6110.39206738162,9192.409576856558,12865.53722746292,0.35175697071879214,0.5291794881088653,6938.238419395484,10437.81292421966,12898.051391602732,0.16528399635133217,3267.328105887197,13043.573728095655,0.1694638863525479,3332.8871067772466,13061.292124851077,SMS-EMOA_ABSEHVMEANNORM,MMF6,-mutPolynomial_eta '54' -mutPolynomial_p '0.6376679320315201' -mutator 'mutPolynomial' -recombinator 'recIntermediate'
32,2.0,42614.0,0.660402673911289,0.9935028386558475,3.3906496795581793,0.34498655567977893,0.51899414691347,6746.107654899554,10148.773422321057,12484.77485023443,0.38467774893082785,0.5787051606969362,7495.892155585291,11276.741341347835,12766.165318281206,0.16508336253208133,3246.3826027855503,12985.530411142201,0.1654356950348016,3250.2231044259775,13000.89241770391,SMS-EMOA_ABSEHVMEANNORM,MMF6,-mutPolynomial_eta '54' -mutPolynomial_p '0.6376679320315201' -mutator 'mutPolynomial' -recombinator 'recIntermediate'
33,3.0,52417.0,0.6613951435321317,0.9949958995178623,3.115274486057387,0.3050456027415822,0.45890739728282204,6118.347663784735,9204.37789243421,11544.662310056501,0.33888771524333605,0.509819115488735,6632.095548322631,9977.254807996787,12065.311606294626,0.16531237835157978,3254.2346019661463,13016.938407864585,0.16569398571970917,3258.7159015783755,13034.863606313502,SMS-EMOA_ABSEHVMEANNORM,MMF6,-mutPolynomial_eta '54' -mutPolynomial_p '0.6376679320315201' -mutator 'mutPolynomial' -recombinator 'recIntermediate'
34,4.0,45892.0,0.6538534446211687,0.9836502469753713,3.198674720132471,0.3454252773490142,0.519654155179614,6729.597946327267,10123.936390340548,11906.131614861759,0.38207136233202116,0.5747841401032237,7437.986903016386,11189.629288243068,12064.114462012085,0.16344888912853103,3330.0795583134245,12843.085510931578,0.17310926334908436,3370.201301377914,12855.141833333446,SMS-EMOA_ABSEHVMEANNORM,MMF6,-mutPolynomial_eta '54' -mutPolynomial_p '0.6376679320315201' -mutator 'mutPolynomial' -recombinator 'recIntermediate'
35,0.0,2733.0,120.17701744139548,0.9996937362469006,1.4999512472630359,30.04425436034887,0.24992343406172515,597554.7946542338,4970.765608918942,2390219.1786169354,30.045515712639496,0.24993392663352454,597575.7258085227,4970.939724937798,2390302.9032340907,0.0,0.0,0.0,0.0,0.0,0.0,NSGA-II_ABSEHVAUCMEANNORM,DTLZ6,-mutator 'mutUniform' -recSBX_eta '9.904616143969392' -recSBX_p '0.7477304926036958' -recombinator 'recSBX'
36,1.0,43568.0,120.17935460525035,0.9997131779680886,1.499976551118931,30.04483865131259,0.24992829449202214,597820.0788495776,4972.972378183621,2391280.3153983103,30.046236964100228,0.24993992637110252,597832.8695073759,4973.078777400007,2391331.4780295035,0.0,0.0,0.0,0.0,0.0,0.0,NSGA-II_ABSEHVAUCMEANNORM,DTLZ6,-mutator 'mutUniform' -recSBX_eta '9.904616143969392' -recSBX_p '0.7477304926036958' -recombinator 'recSBX'
37,2.0,42614.0,120.12993453320827,0.9993020765984825,1.4999767407191698,30.032483633302068,0.24982551914962062,598036.9568067476,4974.776479665991,2392147.8272269904,30.033828216047993,0.24983670407480502,598049.0234778726,4974.876856391907,2392196.0939114904,0.0,0.0,0.0,0.0,0.0,0.0,NSGA-II_ABSEHVAUCMEANNORM,DTLZ6,-mutator 'mutUniform' -recSBX_eta '9.904616143969392' -recSBX_p '0.7477304926036958' -recombinator 'recSBX'
38,3.0,52417.0,120.16958751307723,0.9996319303129654,1.5059806227009502,30.04229416401326,0.24990712814866253,598302.1487145354,4976.982481235702,2393208.5948581416,30.04374128946781,0.24991916607640677,598315.1157325874,4977.090347506644,2393260.4629303496,0.0,0.0,0.0,0.0,0.0,0.0,NSGA-II_ABSEHVAUCMEANNORM,DTLZ6,-mutator 'mutUniform' -recSBX_eta '9.904616143969392' -recSBX_p '0.7477304926036958' -recombinator 'recSBX'
39,4.0,45892.0,119.37415755151403,0.9930151381248449,1.4999528089737402,29.843539387878508,0.24825378453121122,593881.5781037678,4940.209919856597,2375526.3124150713,29.845815666510667,0.24827271977805768,594175.3497343855,4942.6536621400055,2376701.398937542,0.0,0.0,0.0,0.0,0.0,0.0,NSGA-II_ABSEHVAUCMEANNORM,DTLZ6,-mutator 'mutUniform' -recSBX_eta '9.904616143969392' -recSBX_p '0.7477304926036958' -recombinator 'recSBX'
